rank,title,year,country,genres,description,rating_kp,rating_imdb,votes_imdb,description_processed,topic,topic_confidence,predicted_topic,predicted_probability
317,Игра на понижение,2015,США,"драма, комедия, биография, история","2005 год. Изучая данные ипотек по стране, чудаковатый финансовый гений и управляющий хедж-фонда Scion Capital Майкл Бьюрри обращает внимание на одну деталь и приходит к выводу, что американский рынок ипотечных кредитов может скоро лопнуть. В связи с этим он страхует около миллиарда долларов своих клиентов через кредитный дефолтный своп. Клиенты фонда Бьюрри волнуются из-за возможных потерь, ведь рынок ипотечных кредитов представляется весьма стабильным, но Майкл твёрдо стоит на своём. Вскоре эту странную активность замечают несколько финансистов на Уолл-стрит. Изучив данные, они осознают, что опасения Бьюрри имеют под собой веские основания. Более того, сыграв на понижение, можно заработать миллионы.",7.4,7.8,535000,год изучать дать ипотека страна чудаковатый финансовый гений управлять хедж фонд scion capital майкл бьюрри обращать внимание деталь приходить вывод американский рынок ипотечный кредит мочь скоро лопнуть связь страховать около миллиард доллар клиент кредитный дефолтный своп клиент фонд бьюрри волноваться возможный потеря рынок ипотечный кредит представляться весьма стабильный майкл рдо стоить сво вскоре странный активность замечать несколько финансист уолл стрит изучить дать осознавать опасение бьюрри иметь веский основание сыграть понижение заработать миллион,3,0.05787721197613394,3,0.5975520689776237
318,Девушка с татуировкой дракона,2011,"Швеция, США","детектив, триллер, драма, криминал","40 лет назад Харриет Вангер бесследно пропала на острове, принадлежащем могущественному клану Вангер. Тело так и не нашли, но её дядя убежден, что девушку убили, и что убийца является членом его собственной неблагополучной семьи. Он нанимает опального журналиста Микаэля Блумквиста и татуированную хакершу Лисбет Саландер для проведения расследования.",7.8,7.8,526000,год назад харриета вангера бесследно пропасть остров принадлежать могущественный клан вангера тело наслать дядя убеждённый девушка убить убийца являться член собственный неблагополучный семья нанимать опальный журналист микаэль блумквист татуировать хакёрш лисбета саландёр проведение расследование,3,0.16985829196411847,3,0.6992505450298829
319,Капитан Филлипс,2013,США,"триллер, драма, криминал, боевик","В начале апреля 2009 года близ берегов Африки несколько сомалийских пиратов атакуют и пытаются захватить массивный контейнеровоз MV Maersk Alabama. Команда корабля активно сопротивляется и в не даёт взять себя в плен. Захватчики вынуждены ретироваться и покинуть судно на небольшом катере, прихватив с собой капитана Ричарда Филлипса.",7.6,7.8,518000,начало апрель год близ берег африка несколько сомалийский пират атаковать пытаться захватить массивный контейнеровоз maersk alabama команда корабль активно сопротивляться взять плен захватчик вынудить ретироваться покинуть судно небольшой катер прихватить капитан ричард филлипёс,3,0.10805814788515174,3,0.5600491332425832
320,Тренировочный день,2001,США,"триллер, драма, криминал","Джейк Хойт устраивается на работу в отдел по борьбе с наркотиками полиции Лос-Анджелеса. Его напарником становится опытный полицейский Алонзо Харисс, который в борьбе с преступностью далеко не всегда использует законные методы. И почти сразу Джейк оказывается вовлечённым в стремительный водоворот событий.",7.8,7.8,514000,джейк хойт устраиваться работа отдел борьба наркотик полиция лос анджелес напарник становиться опытный полицейский алонзый харисс борьба преступность далеко использовать законный метод сразу джейк оказываться вовлечий нный стремительный водоворот событие,3,0.17106526771050373,3,0.6986878921510359
321,Последний самурай,2003,"США, Новая Зеландия, Япония","боевик, драма","Япония, 1870-е годы. Нейтан Олгрен, капитан Армии США, нанят Императором Японии для обучения первой армии Страны Восходящего Солнца современному искусству ведения боевых действий.",8.1,7.8,503000,япония год нейтан олгрена капитан армия сша нанять император япония обучение армия страна восходить солнце современный искусство ведение боевой действие,3,0.05029497368591367,3,0.5902250312637556
322,Хищник,1987,"США, Мексика","ужасы, боевик, фантастика","Американский вертолет был сбит партизанами в Южной Америке, оставшийся в живых экипаж попал в плен. ЦРУ бросает лучшие силы для освобождения американских граждан — элитная группа спецназа во главе с Датчем отправляется в южноамериканские джунгли. Но там немало повидавшим бойцам предстоит встретиться с невероятным ужасом.",7.9,7.8,498000,американский вертолёт сбить партизан южный америка остаться живой экипаж попасть плен цру бросать сила освобождение американский гражданин элитный группа спецназ глава датч отправляться южноамериканский джунгли немало повидать боец предстоять встретиться невероятный ужас,0,0.062045247954933574,0,0.6660391403077286
323,Звёздные войны: Пробуждение силы,2015,"США, Великобритания","фантастика, боевик, приключения","Через тридцать лет после гибели Дарта Вейдера и Императора галактика по-прежнему в опасности. Государственное образование Первый Орден во главе с таинственным верховным лидером Сноуком и его правой рукой Кайло Реном идёт по стопам Империи, пытаясь захватить всю власть. В это нелёгкое время судьба сводит юную девушку Рей и бывшего штурмовика Первого Ордена Финна с героями войны с Империей - Ханом Соло, Чубаккой и генералом Леей. Вместе они должны дать бой Первому Ордену, однако настаёт тот момент, когда становится очевидно, что лишь джедаи могут остановить Сноука и Кайло Рена.",7.1,7.7,1000000,тридцать год гибель дарт вейдёр император галактика прежний опасность государственный образование орден глава таинственный верховный лидер сноук правый рука кайло рен ида стопа империя пытаться захватить весь власть нела гкий время судьба сводить юный девушка рей бывший штурмовик орден финн герой война империя хан соло чубакка генерал лея вместе дать бой орден однако наст момент становиться очевидный лишь джедай мочь остановить сноук кайло рен,0,0.09931704888172459,0,0.6868931421345605
324,Первый мститель: Другая война,2014,США,"фантастика, боевик, триллер, приключения","После беспрецедентных событий, впервые собравших вместе команду Мстителей, Стив Роджерс, известный также как Капитан Америка, оседает в Вашингтоне и пытается приспособиться к жизни в современном мире. Но покой этому герою только снится – пытаясь помочь коллеге из агентства Щ.И.Т., Стив оказывается в центре событий, грозящих катастрофой мирового масштаба. Для того, чтобы разоблачить злодейский заговор, Капитан Америка объединяется с Черной вдовой. К ним также присоединяется новый соратник, известный как Сокол, однако никто из них даже не подозревает, на что способен новый враг.",7.3,7.7,967000,беспрецедентный событие впервые собрать вместе команда мститель стив роджерс известный также капитан америка оседать вашингтон пытаться приспособиться жизнь современный мир покой герой сниться пытаться помочь коллега агентство стив оказываться центр событие грозить катастрофа мировой масштаб разоблачить злодейский заговор капитан америка объединяться чёрный вдовый также присоединяться соратник известный сокол однако никто подозревать способный враг,0,0.09661703140064581,0,0.609428005526526
325,Гарри Поттер и философский камень,2001,"Великобритания, США","фэнтези, приключения, семейный","Жизнь десятилетнего Гарри Поттера нельзя назвать сладкой: родители умерли, едва ему исполнился год, а от дяди и тёти, взявших сироту на воспитание, достаются лишь тычки да подзатыльники. Но в одиннадцатый день рождения Гарри всё меняется. Странный гость, неожиданно появившийся на пороге, приносит письмо, из которого мальчик узнаёт, что на самом деле он - волшебник и зачислен в школу магии под названием Хогвартс. А уже через пару недель Гарри будет мчаться в поезде Хогвартс-экспресс навстречу новой жизни, где его ждут невероятные приключения, верные друзья и самое главное — ключ к разгадке тайны смерти его родителей.",8.3,7.7,946000,жизнь десятилетний гарри поттер назвать сладкий родитель умереть едва исполниться год дядя взять сирота воспитание доставаться лишь тычок подзатыльник одиннадцатый день рождение гарри меняться странный гость неожиданно появиться порог приносить письмо мальчик узный дело волшебник зачислить школа магия название хогвартс пара неделя гарри мчаться поезд хогвартс экспресс навстречу жизнь ждать невероятный приключение верный друг самый главное ключ разгадка тайна смерть родитель,0,0.09481472306126912,0,0.6483885820201815
326,Мальчишник в Вегасе,2009,США,комедия,"Они мечтали устроить незабываемый мальчишник в Вегасе. Но теперь им необходимо вспомнить, что именно произошло: что за ребенок сидит в шкафу номера отеля? Как в ванную попал тигр? Почему у одного из них нет зуба? И, самое главное, куда делся жених? То, что парни вытворяли на вечеринке, не идет ни в какое сравнение с тем, что им придется сделать на трезвую голову, когда они будут шаг за шагом восстанавливать события прошлой ночи.",7.9,7.7,924000,мечтать устроить незабываемый мальчишник вегас необходимо вспомнить именно произойти ребёнок сидеть шкаф номер отель ванная попасть тигр почему зуб самый главное деться жених парень вытворять вечеринка идти сравнение прийтись сделать трезвый голова шаг шаг восстанавливать событие прошлый ночь,0,0.057125448030614,0,0.6798037601861128
327,Звёздные войны: Эпизод 3 – Месть ситхов,2005,"США, Италия, Швейцария, Таиланд, Великобритания","фантастика, боевик, фэнтези, приключения","Идёт третий год Войн клонов. Галактическая Республика, некогда бывшая спокойным и гармоничным государством, превратилась в поле битвы между армиями клонов, возглавляемых канцлером Палпатином, и армадами дроидов, которых ведёт граф Дуку, тёмный лорд ситхов. Республика медленно погружается во тьму. Лишь рыцари-джедаи, защитники мира и справедливости, могут противостоять злу, которое вскоре поглотит галактику. Но настоящая битва идёт в душе у молодого рыцаря-джедая Энакина, который разрывается между долгом джедая и любовью к своей жене, сенатору Падме Амидале. И от того, какое чувство в нём победит, зависит будущее всего мира.",8.1,7.7,916000,ида третий год война клон галактический республика некогда бывший спокойный гармоничный государство превратиться поле битва армия клон возглавлять канцлер палпатин армад дроид веда граф дук мный лорд ситх республика медленно погружаться тьма лишь рыцарь джедай защитник мир справедливость мочь противостоять зло вскоре поглотить галактика настоящий битва ида душа молодой рыцарь джедай энакина разрываться долг джедай любовь жена сенатор падме амидале чувство победить зависеть будущее весь мир,0,0.10902548240615936,0,0.7671019572701345
328,Гравитация,2013,"США, Мексика, Великобритания","фантастика, триллер, драма","Доктор Райан Стоун, блестящий специалист в области медицинского инжиниринга, отправляется в свою первую космическую миссию под командованием ветерана астронавтики Мэтта Ковальски, для которого этот полет - последний перед отставкой. Но во время, казалось бы, рутинной работы за бортом случается катастрофа. 

Шаттл уничтожен, а Стоун и Ковальски остаются совершенно одни; они находятся в связке друг с другом, и все, что они могут, - это двигаться по орбите в абсолютно черном пространстве без всякой связи с Землей и какой-либо надежды на спасение.",7.4,7.7,897000,доктор райан стоун блестящий специалист область медицинский инжиниринг отправляться космический миссия командование ветеран астронавтика мэтт ковальск полёт отставка время казаться рутинный работа борт случаться катастрофа шаттл уничтожить стоун ковальск оставаться совершенно находиться связка друг друг мочь двигаться орбита абсолютно чёрный пространство всякий связь земля либо надежда спасение,0,0.10396993355347434,0,0.6760731334323533
329,Kingsman: Секретная служба,2015,"Великобритания, США","боевик, комедия, приключения","Эггси прошел службу в морской пехоте и имеет высокий интеллект. Он мог бы добиться многого, но выбрал другой путь и стал мелким преступником. Однажды он знакомится с Гарри Хартом, которому его отец когда-то спас жизнь. Этот человек решает сделать жизнь Эггси лучше и открыть для него новые возможности. 
Гарри рассказывает, что является агентом секретной независимой организации, которая стоит на защите мира, и предлагает парню пройти обучение и стать новым членом их команды.",7.7,7.7,774000,эггсить пройти служба морской пехота иметь высокий интеллект мочь добиться многое выбрать путь стать мелкий преступник однажды знакомиться гарри харт отец спасти жизнь человек решать сделать жизнь эггсить открыть возможность гарри рассказывать являться агент секретный независимый организация стоить защита мир предлагать парень пройти обучение стать член команда,0,0.13807902446577294,0,0.794657195783539
330,Мой парень – псих,2012,США,"драма, мелодрама, комедия","Бывший школьный учитель Пэт, проведя в психиатрической больнице восемь месяцев, возвращается в родительский дом. Он одержим мыслью помириться с бывшей супругой, к которой не имеет права приближаться по решению суда. Но знакомство с эксцентричной девушкой Тиффани зажигает в Пэте лучик надежды.",7.2,7.7,771000,бывший школьный учитель пэт провести психиатрический больница восемь месяц возвращаться родительский дом одержимый мысль помириться бывший супруг иметь право приближаться решение суд знакомство эксцентричный девушка тиффаня зажигать пэта лучик надежда,3,0.05145146232978287,3,0.5739257746707914
331,Люди Икс: Первый класс,2011,"США, Великобритания","фантастика, боевик","Фильм расскажет о том, как сформировались профессор Ксавьер и Магнито, о процессе основания школы профессора для детей-мутантов и, наконец, о том, что же произошло между двумя закадычными друзьями и почему они расстались.",7.7,7.7,762000,фильм рассказать сформироваться профессор ксавьер магнито процесс основание школа профессор ребёнок мутант произойти закадычный друг почему расстаться,0,0.054999306593577324,0,0.6667208228409304
332,Гарри Поттер и Кубок огня,2005,"Великобритания, США","фэнтези, приключения, семейный","Гарри Поттер, Рон и Гермиона возвращаются на четвёртый курс школы чародейства и волшебства Хогвартс. При таинственных обстоятельствах Гарри был отобран в число участников опасного соревнования — Турнира Трёх Волшебников, однако проблема в том, что все его соперники — намного старше и сильнее.
К тому же, знаки указывают на возвращение Лорда Волдеморта. Вскоре Гарри предстоит побороться не только за победу в соревновании, но и за свою жизнь.",8.0,7.7,748000,гарри поттер рон гермиона возвращаться четв ртый курс школа чародейство волшебство хогвартс таинственный обстоятельство гарри отобрать число участник опасный соревнование турнир волшебник однако проблема соперник намного старший сильный знак указывать возвращение лорд волдеморт вскоре гарри предстоять побороться победа соревнование жизнь,0,0.08244391975969688,0,0.8055003646205658
333,Бёрдмэн,2014,США,"драма, комедия","В центре сюжета бывший актер, некогда сыгравший роль популярного супергероя Бёрдмэна, и теперь, переступая через свое эго, он решает принять участие в новой бродвейской постановке с целью вернуть себе былую славу, блеск и величие.",7.7,7.7,696000,центр сюжет бывший актёр некогда сыграть роль популярный супергерой рдмэн переступать эго решать принять участие бродвейский постановка цель вернуть былой слава блеск величие,0,0.043731928558505516,0,0.6854176785180486
334,Заложница,2007,"Франция, Великобритания, США","боевик, триллер, криминал","Молодую девушку похитили во время туристического отдыха. Её отец пускается в опасное приключение-спасение, чтобы вернуть дочь и наказать виновных лично.",7.9,7.7,670000,молодой девушка похитить время туристический отдых отец пускаться опасный приключение спасение вернуть дочь наказать виновный лично,0,0.04780333065765629,0,0.5974488980849882
335,Одиннадцать друзей Оушена,2001,США,"криминал, триллер","После выхода из тюрьмы вора Дэнни Оушена не проходит и 24 часов, а он уже планирует организовать самое сложное ограбление казино в истории. Он хочет украсть 160 млн американских долларов из трёх самых преуспевающих казино Лас-Вегаса. Все эти казино принадлежат элегантному и в то же время жестокому дельцу Терри Бенедикту, который только и мечтает о том, как встретится с бывшей женой Дэнни Оушена - Тесс.

Всего за одну ночь Дэнни подбирает команду из одиннадцати «специалистов», способных совершить эту дерзкую кражу. В команде Оушена оказываются первоклассный карточный шулер, молодой искусный вор-карманник и гениальный разрушитель. Чтобы совершить этот безумный и сложный грабёж, Оушену придётся рисковать своей жизнью.",8.1,7.7,670000,выход тюрьма вор дэнни оушить проходить час планировать организовать самый сложный ограбление казино история хотеть украсть млн американский доллар самый преуспевать казино ласа вегас казино принадлежать элегантный время жестокий делец терри бенедикт мечтать встретиться бывший жена дэнни оушить тесса весь ночь дэнни подбирать команда одиннадцать специалист способный совершить дерзкий кража команда оушить оказываться первоклассный карточный шулер молодой искусный вор карманник гениальный разрушитель совершить безумный сложный граб оушен прид тся рисковать жизнь,3,0.07541458457831861,0,0.548602719631824
336,Зодиак,2007,США,"триллер, детектив, драма, криминал","4 июля 1969 года неизвестный расстреливает влюблённую парочку на окраине города Вальехо в штате Калифорния. Месяц спустя в издательства крупных газет начинают приходить зашифрованные письма, в которых убийца, называющий себя Зодиаком, угрожает убить ещё 12 человек, если текст письма, содержащий тайну его личности, не будет опубликован на передовице. Помимо полицейских из разных штатов к расследованию подключаются матёрый репортёр San Francisco Chronicle Пол Эйвери и молодой карикатурист Роберт Грейсмит, работающий в той же газете. Вскоре убийца наносит новый удар.",7.3,7.7,668000,июль год неизвестный расстреливать влюбла нный парочка окраина город вальехий штат калифорния месяц спустя издательство крупный газета начинать приходить зашифровать письмо убийца называть зодиак угрожать убить человек текст письмо содержать тайна личность опубликовать передовица помимо полицейский разный штат расследование подключаться мат рый репорт san francisco chronicle пол эйверь молодой карикатурист роберт грейсмит работать газета вскоре убийца наносить удар,3,0.18046799739967476,3,0.6842649577560029
337,Операция «Арго»,2012,"Великобритания, США","триллер, драма, биография, история","4 ноября 1979 г. революция в Иране достигает своего апогея, исламисты штурмуют посольство США в Тегеране и берут в заложники 52 американца. Но в этом хаосе шестерым удается ускользнуть и найти прибежище в доме канадского посла. Понимая, что их обнаружение и, вероятнее всего, убийство – всего лишь вопрос времени, Тони Мендес, специалист ЦРУ по тайному вывозу людей из страны, предлагает рискованный план безопасной эвакуации. План столь невероятен, что такое бывает только в кино.",7.5,7.7,664000,ноябрь революция иран достигать апогей исламист штурмовать посольство сша тегеран брать заложник американец хаос шестеро удаваться ускользнуть найти прибежище дом канадский посол понимать обнаружение вероятный весь убийство весь лишь вопрос время тони мендес специалист цру тайный вывоз человек страна предлагать рискованный план безопасный эвакуация план столь невероятный бывать кино,0,0.08897899837587706,0,0.5449069167920756
338,Гарри Поттер и Дары Смерти: Часть I,2010,"Великобритания, США","фэнтези, приключения, семейный",Гарри Поттера ждёт самое страшное испытание в жизни — смертельная схватка с Волан-де-Мортом. Друзья и враги Гарри предстают в совершенно неожиданном свете. Граница между добром и злом становится всё призрачнее.,7.9,7.7,660000,гарри поттер самый страшный испытание жизнь смертельный схватка волан морт друг враг гарри представать совершенно неожиданный свет граница добрый зло становиться призрачный,0,0.08972327290941427,0,0.783040335721711
339,Из машины,2014,"Великобритания, США","фантастика, триллер, драма","Молодого человека нанимает миллиардер, сделавший состояние на высокотехнологичных разработках. Задача нового сотрудника — провести неделю в отрезанном от цивилизации доме, тестируя женщину-робота с искусственным интеллектом.",7.1,7.7,636000,молодой человек нанимать миллиардер сделать состояние высокотехнологичный разработка задача сотрудник провести неделя отрезать цивилизация дом тестировать женщина робот искусственный интеллект,0,0.07363044474237139,0,0.609249078341953
340,Всё везде и сразу,2021,США,"фантастика, комедия, боевик, приключения, драма","В жизни Эвелин царит бардак. Она никак не может составить налоговый отчёт, пожилой отец постоянно требует внимания, муж витает в облаках, а ещё и дочка добавляет проблем своей личной жизнью. Во время визита в налоговую всё запутывается ещё сильнее — оказывается, Эвелин может скакать по параллельным вселенным и получать доступ к воспоминаниям и навыкам других версий самой себя. И теперь, в полнейшем хаосе, женщине придётся противостоять загадочной злой сущности, которая решила разрушить не только этот мир, но и всю мультивселенную.",7.2,7.7,624000,жизнь эвелина царить бардак никак мочь составить налоговый отч пожилой отец постоянно требовать внимание муж витать облако дочка добавлять проблема личный жизнь время визит налоговый запутываться сильный оказываться эвелина мочь скакать параллельный вселенная получать доступ воспоминание навык версия полный хаос женщина прид тся противостоять загадочный злой сущность решить разрушить мир весь мультивселенная,0,0.11562786990413827,0,0.7636506437512143
341,Убийца,2015,"США, Мексика, Гонконг","боевик, триллер, драма, криминал, детектив","Безлюдные пустоши, по которым проходит граница между Мексикой и США, — это территория без правил, поле битвы между мексиканскими наркокартелями и американскими спецслужбами. Агент ФБР Кейт Мэйсер, которая работает в приграничных районах, старается придерживаться собственных идеалов, хотя и начинает ощущать, что исход войны с наркотрафиком складывается не в пользу служителей закона. 
Однажды ей предоставляется шанс принять участие в работе элитного подразделения по борьбе с наркотиками, возглавляемого агентом Мэттом Грейвером. Самый загадочный участник команды — местный консультант, человек без имени, привычек, и, кажется, без прошлого. Его истинное лицо откроется только в ходе рискованной операции, во время которой Кейт будет вынуждена поступиться собственными принципами, чтобы остаться в живых.",7.2,7.7,534000,безлюдный пустошь проходить граница мексика сша территория правило поле битва мексиканский наркокартель американский спецслужба агент фбр кейт мэйсера работать приграничный район стараться придерживаться собственный идеал хотя начинать ощущать исход война наркотрафик складываться польза служитель закон однажды предоставляться шанс принять участие работа элитный подразделение борьба наркотик возглавлять агент мэтт грейвер самый загадочный участник команда местный консультант человек имя привычка казаться прошлое истинный лицо открыться ход рискованный операция время кейт вынудить поступиться собственный принцип остаться живой,0,0.08396698845919677,0,0.6497934542441771
342,Трудности перевода,2003,"США, Япония","драма, мелодрама","Токио, ночь, фешенебельный бар дорогого отеля. Спасаясь от бессонницы, здесь встречаются двое американцев: немолодой телеактер Боб Харрис и симпатичная девушка Шарлотта. Он снимается в японской рекламе виски, а она приехала вместе с мужем, оба - потерялись в этом незнакомом городе.",7.2,7.7,527000,токио ночь фешенебельный бар дорогой отель спасаться бессонница встречаться двое американец немолодой телеактёр боб харрис симпатичный девушка шарлотта сниматься японский реклама виски приехать вместе муж потеряться незнакомый город,3,0.07044159476060337,3,0.582887454637497
343,Превосходство Борна,2004,"США, Германия, Индия, Россия","боевик, триллер, детектив","Джейсон Борн хотел лишь одного — исчезнуть и попытаться жить нормальной жизнью с девушкой Мари. Поселившись в Индии, он надеялся, что опасность позади, но высшие чины ЦРУ в попытках замести следы своих грязных дел продолжают охоту на бывшего агента. Когда Джейсон замечает очередного спеца из агентства, он вместе с Мари решает бежать, чтобы разобраться с прошлым раз и навсегда.",7.7,7.7,511000,джейсон борн хотеть лишь исчезнуть попытаться жить нормальный жизнь девушка марь поселиться индия надеяться опасность позади высокий чин цру попытка заместить след грязный дело продолжать охота бывший агент джейсон замечать очередной спец агентство вместе марь решать бежать разобраться прошлое навсегда,0,0.08379478294498557,0,0.6616716644497737
344,Стартрек: Возмездие,2013,США,"фантастика, боевик, приключения","Вернувшись на Землю, команда корабля «Энтерпрайз» обнаруживает, что деятельность и принципы их организации подорваны изнутри. Флот скован необъяснимым ужасом и бездействует, пока мир все глубже погружается в бездну.

Капитан Кирк берет на себя руководство операцией по поимке злодея, ответственного за этот хаос и способного уничтожить все человечество.

В запутанной игре не на жизнь, а на смерть, любовь и дружба будут принесены в жертву ради единственного, что осталось у Кирка - его команды.",7.7,7.7,509000,вернуться земля команда корабль энтерпрайза обнаруживать деятельность принцип организация подорвать изнутри флот сковать необъяснимый ужас бездействовать пока мир глубокий погружаться бездна капитан кирк брать руководство операция поимка злодей ответственный хаос способный уничтожить человечество запутать игра жизнь смерть любовь дружба принести жертва ради единственный остаться кирка команда,0,0.1348749682221791,0,0.7676601893807521
